climb_uuid,name,angle,layout_id,n_holds,holds,difficulty_average,quality_average,ascensionist_count,is_nomatch
367F9F58D13E49C8BCAABEA14370DAF1,taco Tuesday,45,1,10,"[(1081, 72, 8, 15), (1148, 64, 40, 12), (1180, 48, 56, 12), (1216, 64, 72, 13), (1254, 96, 88, 13), (1285, 72, 104, 13), (1357, 104, 136, 13), (1387, 72, 152, 14), (1498, 108, 44, 15), (1535, 124, 76, 15)]",26.0,2.88889,9,1
1C896AD980884241AE7D89B459CF3810,time well spent or time well wasted,25,1,9,"[(1076, 112, 8, 15), (1134, 88, 32, 12), (1165, 64, 48, 12), (1218, 80, 72, 13), (1248, 48, 88, 13), (1303, 80, 112, 13), (1352, 64, 136, 13), (1388, 80, 152, 14), (1455, 76, 4, 15)]",18.625,2.625,8,0
C3C7F94D168C404ABB25E32128D3E4F6,Rosalita,45,1,10,"[(1146, 48, 40, 15), (1216, 64, 72, 12), (1234, 72, 80, 12), (1281, 40, 104, 13), (1315, 40, 120, 13), (1351, 56, 136, 13), (1389, 88, 152, 13), (1391, 104, 152, 14), (1512, 44, 60, 15), (1580, 116, 116, 15)]",23.8,3.0,5,1
260A4EA46B77488EAF8A29BAB34514D4,opaque,40,1,13,"[(1127, 32, 32, 12), (1198, 56, 64, 13), (1228, 24, 80, 12), (1242, 136, 80, 15), (1266, 56, 96, 13), (1287, 88, 104, 13), (1305, 96, 112, 13), (1344, 136, 128, 13), (1390, 96, 152, 14), (1483, 4, 36, 15), (1528, 12, 76, 15), (1532, 76, 76, 15), (1534, 108, 76, 15)]",23.3333,3.0,6,1
F3C513C02D3B4007A4FF36EDD54087E4,Flying Deer,50,1,7,"[(1136, 104, 32, 12), (1201, 80, 64, 13), (1254, 96, 88, 13), (1283, 56, 104, 13), (1322, 96, 120, 13), (1387, 72, 152, 14), (1490, 116, 36, 15)]",25.8333,2.83333,6,0
FB739472FA6B4E7380533772B0F0F7DA,The Heavy Keys,50,1,11,"[(1078, 96, 8, 15), (1082, 64, 8, 15), (1147, 56, 40, 12), (1153, 104, 40, 12), (1199, 64, 64, 13), (1249, 56, 88, 13), (1268, 72, 96, 13), (1305, 96, 112, 13), (1352, 64, 136, 13), (1386, 64, 152, 14), (1495, 60, 44, 15)]",25.8333,2.83333,6,0
7EAD6101C4B049D187CC1611B416AFEE,annie’s winter proj,45,1,12,"[(1106, 136, 16, 15), (1121, 120, 24, 12), (1203, 96, 64, 12), (1239, 112, 80, 13), (1286, 80, 104, 13), (1332, 40, 128, 13), (1337, 80, 128, 13), (1383, 40, 152, 14), (1496, 76, 44, 15), (1540, 52, 84, 15), (1547, 28, 92, 15), (1551, 92, 92, 13)]",23.1429,2.85714,7,0
40647C0A52FD49CBBE0CF10A5F99D89C,Drifter’s,50,1,12,"[(1117, 88, 24, 15), (1126, 24, 32, 12), (1182, 64, 56, 12), (1206, 120, 64, 15), (1249, 56, 88, 13), (1269, 80, 96, 13), (1270, 88, 96, 13), (1307, 112, 112, 13), (1340, 104, 128, 13), (1374, 104, 144, 13), (1387, 72, 152, 14), (1457, 60, 4, 15)]",23.0,3.0,5,0
8ED73E36FB2A402485CDE3634F470D07,WHAT JOSH?,30,1,12,"[(1130, 56, 32, 12), (1132, 72, 32, 12), (1151, 88, 40, 15), (1181, 56, 56, 15), (1198, 56, 64, 13), (1236, 88, 80, 13), (1300, 56, 112, 13), (1353, 72, 136, 13), (1385, 56, 152, 14), (1454, 84, 4, 15), (1457, 60, 4, 15), (1566, 44, 108, 15)]",15.8333,2.33333,6,0
B92F70B6CA7F44529D40837FB1187374,half mune,50,1,10,"[(1180, 48, 56, 12), (1182, 64, 56, 12), (1263, 32, 96, 13), (1266, 56, 96, 13), (1334, 56, 128, 13), (1368, 56, 144, 13), (1389, 88, 152, 14), (1467, 36, 20, 15), (1519, 4, 68, 15), (1546, 12, 92, 15)]",24.4,3.0,5,1
8E210F5F29B943029FF63A356196FD3D,brrbr,40,1,9,"[(1130, 56, 32, 15), (1165, 64, 48, 12), (1183, 72, 56, 12), (1201, 80, 64, 13), (1214, 48, 72, 15), (1221, 104, 72, 13), (1286, 80, 104, 13), (1334, 56, 128, 13), (1387, 72, 152, 14)]",24.0,3.0,5,0
4FE72C610490481C9B0EBA7665D7E1C7,mdmazing,45,1,13,"[(1140, 136, 32, 15), (1153, 104, 40, 12), (1184, 80, 56, 15), (1186, 96, 56, 12), (1238, 104, 80, 13), (1254, 96, 88, 13), (1291, 120, 104, 13), (1325, 120, 120, 13), (1343, 128, 128, 13), (1372, 88, 144, 13), (1387, 72, 152, 14), (1451, 108, 4, 15), (1536, 140, 76, 15)]",27.0,3.0,6,0
569123E68CD94107BFFA11C80FA61F85,Team Rainbow,40,1,26,"[(1093, 32, 16, 15), (1142, 16, 40, 15), (1143, 24, 40, 14), (1144, 32, 40, 15), (1157, 136, 40, 15), (1163, 48, 48, 13), (1165, 64, 48, 15), (1192, 8, 64, 13), (1193, 16, 64, 13), (1200, 72, 64, 15), (1205, 112, 64, 15), (1207, 128, 64, 12), (1213, 40, 72, 15), (1214, 48, 72, 13), (1234, 72, 80, 13), (1247, 40, 88, 13), (1252, 80, 88, 13), (1257, 120, 88, 12), (1266, 56, 96, 13), (1276, 136, 96, 13), (1289, 104, 104, 13), (1302, 72, 112, 13), (1306, 104, 112, 13), (1460, 36, 4, 15), (1464, 4, 4, 15), (1519, 4, 68, 14)]",16.6667,2.83333,6,0
de5b5dbab0834459b7c62d784df78ea2,Lo que iba a ser un 4° y se quedó en esto...,50,1,10,"[(1163, 48, 48, 12), (1195, 32, 64, 12), (1215, 56, 72, 13), (1231, 48, 80, 13), (1267, 64, 96, 13), (1301, 64, 112, 13), (1302, 72, 112, 13), (1336, 72, 128, 14), (1459, 44, 4, 15), (1467, 36, 20, 15)]",15.6667,2.66667,6,0
FBECC98A158E48F587EB7AF43443E126,For Kids that are 5ft or less,40,1,12,"[(1103, 112, 16, 15), (1113, 56, 24, 15), (1144, 32, 40, 15), (1204, 104, 64, 12), (1205, 112, 64, 12), (1214, 48, 72, 13), (1232, 56, 80, 13), (1236, 88, 80, 13), (1263, 32, 96, 13), (1317, 56, 120, 13), (1368, 56, 144, 13), (1387, 72, 152, 14)]",21.25,2.75,8,0
c492298966a249899e8a9d96dee23766,Cryptokillter,40,1,5,"[(1170, 104, 48, 15), (1239, 112, 80, 12), (1305, 96, 112, 13), (1320, 80, 120, 13), (1387, 72, 152, 14)]",22.0,2.875,8,0
425500A7676141399442F39DD7BED605,battle tension,50,1,8,"[(1131, 64, 32, 15), (1179, 40, 56, 12), (1200, 72, 64, 15), (1212, 32, 72, 12), (1249, 56, 88, 13), (1300, 56, 112, 13), (1319, 72, 120, 13), (1387, 72, 152, 14)]",18.8,3.0,5,1
23E7AB39040144B297DBF80B0A746F86,Under Armour,50,1,11,"[(1085, 40, 8, 15), (1088, 16, 8, 15), (1143, 24, 40, 12), (1160, 24, 48, 12), (1231, 48, 80, 13), (1270, 88, 96, 13), (1304, 88, 112, 13), (1370, 72, 144, 13), (1383, 40, 152, 14), (1496, 76, 44, 15), (1534, 108, 76, 15)]",26.0,3.0,6,1
71C7C47AAACA4E0DAFB667D98015105B,Crimps of pain,40,1,22,"[(1097, 64, 16, 15), (1128, 40, 32, 12), (1133, 80, 32, 15), (1181, 56, 56, 13), (1198, 56, 64, 13), (1218, 80, 72, 13), (1220, 96, 72, 15), (1239, 112, 80, 15), (1250, 64, 88, 13), (1274, 120, 96, 15), (1286, 80, 104, 13), (1303, 80, 112, 13), (1339, 96, 128, 13), (1356, 96, 136, 13), (1392, 112, 152, 14), (1457, 60, 4, 15), (1460, 36, 4, 15), (1476, 44, 28, 15), (1478, 76, 28, 15), (1495, 60, 44, 15), (1506, 84, 52, 15), (1553, 124, 92, 15)]",19.0,2.8,5,0
0EEB4F314FF74D3099E8565D54F2D4CC,Come On Nick,40,1,8,"[(1155, 120, 40, 12), (1157, 136, 40, 12), (1257, 120, 88, 13), (1259, 136, 88, 13), (1359, 120, 136, 14), (1447, 140, 4, 15), (1450, 116, 4, 15), (1499, 124, 44, 15)]",16.3333,2.88889,9,0
0b5e49a1c6d7479e820e38f6c5f6efe5,Hipwork,40,1,13,"[(1096, 56, 16, 15), (1117, 88, 24, 15), (1145, 40, 40, 15), (1166, 72, 48, 12), (1216, 64, 72, 13), (1217, 72, 72, 13), (1284, 64, 104, 13), (1334, 56, 128, 13), (1339, 96, 128, 13), (1352, 64, 136, 13), (1368, 56, 144, 13), (1382, 32, 152, 14), (1523, 68, 68, 15)]",23.9091,2.72727,22,0
F72F9B5370B14581BC3DD1B279BBE13C,Kilter Olympics M1,40,1,8,"[(1082, 64, 8, 15), (1162, 40, 48, 12), (1195, 32, 64, 12), (1269, 80, 96, 13), (1302, 72, 112, 13), (1340, 104, 128, 13), (1390, 96, 152, 14), (1461, 28, 4, 15)]",26.375,2.875,8,0
47FE08CC5D4B48808F43C23F1B287163,meany,50,1,17,"[(1245, 24, 88, 12), (1282, 48, 104, 13), (1299, 48, 112, 13), (1301, 64, 112, 13), (1303, 80, 112, 13), (1321, 88, 120, 13), (1323, 104, 120, 13), (1374, 104, 144, 14), (1512, 44, 60, 15), (1519, 4, 68, 15), (1521, 36, 68, 15), (1525, 100, 68, 15), (1531, 60, 76, 15), (1532, 76, 76, 15), (1543, 100, 84, 15), (1544, 116, 84, 15), (1560, 84, 100, 15)]",22.0,2.4,5,0
fb1779cfca25485597788fa2c210c745,the smile campus,45,1,10,"[(1233, 64, 80, 13), (1235, 80, 80, 13), (1247, 40, 88, 13), (1255, 104, 88, 13), (1278, 16, 104, 12), (1294, 8, 112, 12), (1306, 104, 112, 13), (1375, 112, 144, 13), (1394, 128, 152, 14), (1580, 116, 116, 13)]",26.9091,3.0,11,0
AF81EC397C9A429B9D0F819203AF03F4,BO boulder odour,40,1,12,"[(1147, 56, 40, 12), (1149, 72, 40, 12), (1150, 80, 40, 15), (1219, 88, 72, 13), (1257, 120, 88, 13), (1306, 104, 112, 13), (1361, 136, 136, 13), (1393, 120, 152, 14), (1455, 76, 4, 15), (1506, 84, 52, 15), (1517, 124, 60, 15), (1525, 100, 68, 15)]",20.75,2.75,8,0
88a5bed651cf4b4ea9ff42ba7e991945,Lift your spirits!,20,1,7,"[(1081, 72, 8, 15), (1132, 72, 32, 15), (1183, 72, 56, 12), (1234, 72, 80, 13), (1302, 72, 112, 13), (1353, 72, 136, 13), (1387, 72, 152, 14)]",19.5714,2.28571,7,0
2BBE8F69CA3E4AB291ACE9732C673FAE,Foot in mouth,40,1,10,"[(1128, 40, 32, 12), (1231, 48, 80, 13), (1270, 88, 96, 13), (1321, 88, 120, 13), (1344, 136, 128, 13), (1395, 136, 152, 14), (1460, 36, 4, 15), (1485, 36, 36, 15), (1545, 132, 84, 15), (1570, 108, 108, 15)]",25.8,2.8,5,1
5EDE40DE18844885AA9FFB9BAEDC3AB7,carrot 1,45,1,8,"[(1142, 16, 40, 12), (1163, 48, 48, 12), (1214, 48, 72, 13), (1235, 80, 80, 13), (1285, 72, 104, 13), (1323, 104, 120, 13), (1390, 96, 152, 14), (1469, 68, 20, 15)]",23.2,3.0,5,1
5da23b0e1c51482986e8ffc859006bd3,ACL warm up,50,1,10,"[(1149, 72, 40, 12), (1152, 96, 40, 15), (1161, 32, 48, 15), (1200, 72, 64, 13), (1215, 56, 72, 13), (1247, 40, 88, 13), (1249, 56, 88, 13), (1260, 8, 96, 14), (1263, 32, 96, 13), (1454, 84, 4, 15)]",15.8,2.4,5,0
FAA4F633B7DD4F47A01B27C12ADAA42C,isolation tactics,40,1,11,"[(1157, 136, 40, 12), (1239, 112, 80, 13), (1257, 120, 88, 13), (1287, 88, 104, 13), (1291, 120, 104, 13), (1340, 104, 128, 13), (1394, 128, 152, 14), (1447, 140, 4, 15), (1450, 116, 4, 15), (1506, 84, 52, 15), (1532, 76, 76, 15)]",19.625,2.625,8,1
B26A20E881EF49D4ABC26A027D011B98,Roller,50,1,12,"[(1149, 72, 40, 12), (1201, 80, 64, 13), (1202, 88, 64, 13), (1239, 112, 80, 13), (1256, 112, 88, 13), (1270, 88, 96, 13), (1323, 104, 120, 13), (1387, 72, 152, 14), (1454, 84, 4, 15), (1496, 76, 44, 15), (1509, 132, 52, 15), (1566, 44, 108, 15)]",22.0,2.2,5,0
c83e8de531944b6d9378f1a547127da5,Røverdatter,40,1,14,"[(1077, 104, 8, 15), (1133, 80, 32, 15), (1155, 120, 40, 12), (1157, 136, 40, 12), (1197, 48, 64, 15), (1221, 104, 72, 13), (1234, 72, 80, 13), (1299, 48, 112, 13), (1302, 72, 112, 13), (1353, 72, 136, 13), (1387, 72, 152, 14), (1447, 140, 4, 15), (1451, 108, 4, 15), (1478, 76, 28, 15)]",17.8889,2.66667,9,1
078B818B75EC497D995E176269FDE465,mud pit,40,1,15,"[(1149, 72, 40, 12), (1215, 56, 72, 13), (1250, 64, 88, 13), (1316, 48, 120, 13), (1336, 72, 128, 13), (1354, 80, 136, 13), (1371, 80, 144, 13), (1390, 96, 152, 14), (1457, 60, 4, 15), (1468, 52, 20, 15), (1503, 36, 52, 15), (1523, 68, 68, 15), (1532, 76, 76, 15), (1551, 92, 92, 15), (1560, 84, 100, 15)]",20.5,2.8,10,0
A9532C43EF5B47DEB3E2E10F847F94F8,the girls,25,1,9,"[(1076, 112, 8, 15), (1135, 96, 32, 12), (1153, 104, 40, 12), (1205, 112, 64, 15), (1219, 88, 72, 13), (1271, 96, 96, 13), (1284, 64, 104, 13), (1322, 96, 120, 13), (1387, 72, 152, 14)]",18.5714,3.0,7,0
307AD8F985EC4DF3AD831B391BDAF637,Hangar V2 - 1,30,1,13,"[(1129, 48, 32, 12), (1166, 72, 48, 12), (1215, 56, 72, 13), (1250, 64, 88, 13), (1299, 48, 112, 13), (1319, 72, 120, 13), (1338, 88, 128, 13), (1340, 104, 128, 13), (1388, 80, 152, 14), (1454, 84, 4, 15), (1458, 52, 4, 15), (1468, 52, 20, 15), (1525, 100, 68, 15)]",15.0,2.8,5,0
A154D0F2EFBD470A86AC40A343AEA6A8,nocutlooser,70,1,13,"[(1096, 56, 16, 15), (1134, 88, 32, 12), (1154, 112, 40, 15), (1164, 56, 48, 13), (1185, 88, 56, 12), (1215, 56, 72, 13), (1235, 80, 80, 15), (1246, 32, 88, 13), (1300, 56, 112, 13), (1315, 40, 120, 13), (1354, 80, 136, 13), (1371, 80, 144, 13), (1391, 104, 152, 14)]",24.2,2.8,5,0
00BEF5FBA9CF4EDE84966106CC17E92D,Yeah Kevin *said with bass in your voice*,30,1,15,"[(1083, 56, 8, 15), (1113, 56, 24, 15), (1145, 40, 40, 12), (1150, 80, 40, 12), (1200, 72, 64, 13), (1231, 48, 80, 13), (1234, 72, 80, 15), (1282, 48, 104, 13), (1284, 64, 104, 13), (1303, 80, 112, 15), (1337, 80, 128, 13), (1350, 48, 136, 13), (1387, 72, 152, 14), (1389, 88, 152, 14), (1457, 60, 4, 15)]",15.0,3.0,5,0
cd78253b952f4fafbd416832a978a2ef,i think to long,30,1,14,"[(1083, 56, 8, 15), (1149, 72, 40, 12), (1198, 56, 64, 12), (1253, 88, 88, 13), (1284, 64, 104, 13), (1301, 64, 112, 13), (1353, 72, 136, 13), (1371, 80, 144, 13), (1391, 104, 152, 14), (1487, 68, 36, 15), (1493, 28, 44, 15), (1498, 108, 44, 15), (1516, 108, 60, 15), (1558, 52, 100, 15)]",16.8,2.8,5,0
fa8d41b656134a9d80d17b08fba46738,dddd12 - revised,30,1,12,"[(1149, 72, 40, 12), (1150, 80, 40, 15), (1213, 40, 72, 15), (1236, 88, 80, 13), (1268, 72, 96, 13), (1301, 64, 112, 13), (1315, 40, 120, 13), (1385, 56, 152, 14), (1387, 72, 152, 14), (1454, 84, 4, 15), (1457, 60, 4, 15), (1559, 68, 100, 15)]",15.0,3.0,5,0
E4F6DDB805BF496DBAEEF750A45B3375,Inglorious bastard,50,1,11,"[(1137, 112, 32, 15), (1191, 136, 56, 12), (1239, 112, 80, 12), (1306, 104, 112, 13), (1336, 72, 128, 13), (1337, 80, 128, 13), (1367, 48, 144, 13), (1381, 24, 152, 14), (1514, 76, 60, 15), (1531, 60, 76, 15), (1557, 36, 100, 15)]",22.1818,2.63636,11,0
052F77850106439F98FED8C34D1038F5,nummer 013-1,40,1,10,"[(1165, 64, 48, 15), (1198, 56, 64, 12), (1234, 72, 80, 12), (1266, 56, 96, 13), (1317, 56, 120, 13), (1331, 32, 128, 13), (1382, 32, 152, 14), (1469, 68, 20, 15), (1486, 52, 36, 15), (1511, 28, 60, 15)]",16.5,2.0,6,0
b2a625670d7741989198ca4a2f138a7f,rock star,50,1,9,"[(1073, 136, 8, 15), (1155, 120, 40, 12), (1181, 56, 56, 15), (1222, 112, 72, 13), (1235, 80, 80, 13), (1286, 80, 104, 13), (1316, 48, 120, 13), (1382, 32, 152, 14), (1450, 116, 4, 15)]",26.0,2.71429,7,1
6c0c9ff7faba443c9e15729073137727,Easy dynamics 123,40,1,9,"[(1132, 72, 32, 12), (1170, 104, 48, 15), (1222, 112, 72, 12), (1235, 80, 80, 13), (1302, 72, 112, 13), (1331, 32, 128, 13), (1380, 16, 152, 14), (1451, 108, 4, 15), (1452, 100, 4, 15)]",22.8,2.8,5,1
dce8ad05976245c79ef06104f4ff1b0d,wow i can't,30,1,9,"[(1155, 120, 40, 15), (1173, 128, 48, 15), (1190, 128, 56, 15), (1223, 120, 72, 12), (1224, 128, 72, 12), (1308, 120, 112, 13), (1391, 104, 152, 14), (1393, 120, 152, 13), (1394, 128, 152, 14)]",20.5,2.83333,6,0
B259814C46184408ADDCDD25888FB349,40° King of Kilter 3WS13,40,1,14,"[(1081, 72, 8, 15), (1131, 64, 32, 15), (1137, 112, 32, 15), (1169, 96, 48, 12), (1171, 112, 48, 15), (1184, 80, 56, 12), (1237, 96, 80, 13), (1244, 16, 88, 15), (1272, 104, 96, 13), (1302, 72, 112, 13), (1315, 40, 120, 13), (1335, 64, 128, 13), (1382, 32, 152, 14), (1530, 44, 76, 15)]",16.5714,2.85714,7,1
793B679B2A374E198B007366B97D7CB1,cusmàgrvyòscth,35,1,10,"[(1130, 56, 32, 15), (1160, 24, 48, 12), (1162, 40, 48, 12), (1230, 40, 80, 13), (1250, 64, 88, 13), (1301, 64, 112, 13), (1356, 96, 136, 13), (1390, 96, 152, 14), (1460, 36, 4, 15), (1530, 44, 76, 15)]",21.2609,2.86957,23,0
9a4d3cefd90a40519958cf38958da200,I Knew You Were Trouble When You Walked In,35,1,12,"[(1136, 104, 32, 12), (1187, 104, 56, 13), (1235, 80, 80, 13), (1252, 80, 88, 13), (1283, 56, 104, 13), (1321, 88, 120, 13), (1371, 80, 144, 13), (1391, 104, 152, 14), (1450, 116, 4, 15), (1453, 92, 4, 15), (1504, 52, 52, 15), (1522, 52, 68, 15)]",20.0,3.0,7,0
2BAB52FCF6824D1D89D33FE47E8FBEBD,dj oso special,30,1,13,"[(1096, 56, 16, 15), (1144, 32, 40, 12), (1163, 48, 48, 12), (1220, 96, 72, 15), (1231, 48, 80, 13), (1247, 40, 88, 13), (1303, 80, 112, 13), (1319, 72, 120, 13), (1339, 96, 128, 13), (1374, 104, 144, 14), (1391, 104, 152, 14), (1544, 116, 84, 15), (1562, 116, 100, 15)]",18.1667,3.0,6,0
d41a5173f1d245ef898c9520c310f39a,Vico El Asimetrico,30,1,10,"[(1154, 112, 40, 15), (1181, 56, 56, 12), (1200, 72, 64, 12), (1251, 72, 88, 13), (1254, 96, 88, 13), (1321, 88, 120, 13), (1334, 56, 128, 13), (1385, 56, 152, 14), (1479, 92, 28, 15), (1525, 100, 68, 15)]",17.8333,3.0,6,1
5A78EB2EF5F64D078E4456D2F90ED33B,Halvkjip travers,25,1,15,"[(1100, 88, 16, 15), (1148, 64, 40, 15), (1155, 120, 40, 12), (1169, 96, 48, 12), (1181, 56, 56, 15), (1237, 96, 80, 13), (1246, 32, 88, 15), (1268, 72, 96, 13), (1318, 64, 120, 13), (1334, 56, 128, 13), (1383, 40, 152, 14), (1385, 56, 152, 14), (1448, 132, 4, 15), (1453, 92, 4, 15), (1542, 84, 84, 15)]",16.4286,2.85714,7,0
EC65676F450A4BA7A11218A67728398B,The Men’s Room,25,1,16,"[(1166, 72, 48, 12), (1204, 104, 64, 13), (1255, 104, 88, 13), (1273, 112, 96, 13), (1285, 72, 104, 13), (1301, 64, 112, 13), (1331, 32, 128, 13), (1381, 24, 152, 14), (1454, 84, 4, 15), (1478, 76, 28, 15), (1490, 116, 36, 15), (1512, 44, 60, 15), (1513, 60, 60, 15), (1521, 36, 68, 15), (1528, 12, 76, 15), (1546, 12, 92, 15)]",16.0,2.85714,7,0
EBA141AC47A84BBF8F410C67A7DDCF01,themikasuperclimb #1,50,1,20,"[(1096, 56, 16, 15), (1133, 80, 32, 12), (1166, 72, 48, 12), (1200, 72, 64, 15), (1204, 104, 64, 15), (1214, 48, 72, 15), (1219, 88, 72, 13), (1234, 72, 80, 15), (1237, 96, 80, 15), (1250, 64, 88, 15), (1251, 72, 88, 13), (1252, 80, 88, 13), (1263, 32, 96, 15), (1284, 64, 104, 13), (1302, 72, 112, 13), (1334, 56, 128, 13), (1369, 64, 144, 14), (1384, 48, 152, 14), (1456, 68, 4, 15), (1489, 100, 36, 15)]",15.0,3.0,5,0
183940F7E51B4407AE24A4B5942C2399,Dillard,40,1,9,"[(1114, 64, 24, 12), (1199, 64, 64, 13), (1253, 88, 88, 13), (1283, 56, 104, 13), (1353, 72, 136, 13), (1384, 48, 152, 14), (1454, 84, 4, 15), (1458, 52, 4, 15), (1487, 68, 36, 15)]",21.75,3.0,8,0
E216361C2DDB4172A77D6A48DCD810BD,factory line,45,1,13,"[(1165, 64, 48, 12), (1168, 88, 48, 12), (1218, 80, 72, 13), (1254, 96, 88, 13), (1255, 104, 88, 13), (1307, 112, 112, 13), (1324, 112, 120, 13), (1375, 112, 144, 13), (1391, 104, 152, 14), (1454, 84, 4, 15), (1471, 100, 20, 15), (1534, 108, 76, 15), (1554, 140, 92, 15)]",20.8,2.8,5,0
65c4aceb25c74a94bf62bbe311dec5cd,scheirp,30,1,6,"[(1150, 80, 40, 15), (1183, 72, 56, 15), (1215, 56, 72, 12), (1236, 88, 80, 12), (1370, 72, 144, 13), (1387, 72, 152, 14)]",26.375,2.75,8,0
474857F5C87A4BF9B5904A4907131637,End of Day Project,35,1,13,"[(1084, 48, 8, 15), (1145, 40, 40, 12), (1196, 40, 64, 13), (1232, 56, 80, 13), (1263, 32, 96, 13), (1300, 56, 112, 13), (1334, 56, 128, 13), (1373, 96, 144, 13), (1391, 104, 152, 14), (1462, 20, 4, 15), (1475, 28, 28, 15), (1539, 36, 84, 15), (1570, 108, 108, 15)]",21.4,2.4,5,0
A71D1299333D40C997D13A5C6D12E0C3,Footsweat And Tears,40,1,15,"[(1156, 128, 40, 12), (1213, 40, 72, 15), (1224, 128, 72, 13), (1242, 136, 80, 13), (1289, 104, 104, 13), (1296, 24, 112, 13), (1301, 64, 112, 13), (1319, 72, 120, 13), (1380, 16, 152, 14), (1447, 140, 4, 15), (1450, 116, 4, 15), (1500, 140, 44, 15), (1523, 68, 68, 15), (1528, 12, 76, 15), (1533, 92, 76, 15)]",22.1538,2.92308,13,1
3B79A8C714F844F19EC68D0CE61AAC7A,Weiß/Braun_KBG23Q_01ulm,45,1,19,"[(1115, 72, 24, 12), (1129, 48, 32, 12), (1133, 80, 32, 15), (1164, 56, 48, 13), (1183, 72, 56, 13), (1233, 64, 80, 13), (1282, 48, 104, 13), (1337, 80, 128, 13), (1371, 80, 144, 13), (1391, 104, 152, 14), (1454, 84, 4, 15), (1459, 44, 4, 15), (1462, 20, 4, 15), (1468, 52, 20, 15), (1504, 52, 52, 15), (1531, 60, 76, 15), (1551, 92, 92, 15), (1559, 68, 100, 15), (1568, 76, 108, 15)]",19.9744,2.74359,39,0
276F8D96BEBB493AAB9514A9BA43C04B,Sockeye Salmon,40,1,16,"[(1111, 40, 24, 15), (1141, 8, 40, 12), (1210, 16, 72, 13), (1226, 8, 80, 13), (1247, 40, 88, 13), (1280, 32, 104, 13), (1317, 56, 120, 13), (1350, 48, 136, 13), (1354, 80, 136, 13), (1389, 88, 152, 14), (1485, 36, 36, 15), (1502, 20, 52, 15), (1511, 28, 60, 15), (1540, 52, 84, 15), (1559, 68, 100, 15), (1570, 108, 108, 15)]",16.8571,2.71429,7,0
FCCD2C0A93BE40F6834A43061E129B5B,Weiß/Braun_KBG23Q_04ulm,45,1,21,"[(1084, 48, 8, 15), (1092, 24, 16, 15), (1116, 80, 24, 12), (1179, 40, 56, 13), (1186, 96, 56, 12), (1214, 48, 72, 15), (1215, 56, 72, 13), (1229, 32, 80, 13), (1266, 56, 96, 13), (1320, 80, 120, 13), (1321, 88, 120, 13), (1358, 112, 136, 13), (1391, 104, 152, 14), (1452, 100, 4, 15), (1458, 52, 4, 15), (1461, 28, 4, 15), (1484, 20, 36, 15), (1503, 36, 52, 15), (1533, 92, 76, 15), (1542, 84, 84, 15), (1553, 124, 92, 15)]",21.25,2.59375,32,0
C368C736C8D44056B5E41E5BF3C495A2,Heaps V1001,45,1,10,"[(1237, 96, 80, 13), (1258, 128, 88, 12), (1269, 80, 96, 13), (1302, 72, 112, 13), (1333, 48, 128, 13), (1366, 40, 144, 13), (1380, 16, 152, 14), (1482, 140, 28, 15), (1517, 124, 60, 15), (1518, 140, 60, 15)]",22.8182,2.81818,11,0
AA628B21E82F401F8C7D468FABF6436E,You should go and do some push-ups,20,1,13,"[(1082, 64, 8, 15), (1168, 88, 48, 12), (1183, 72, 56, 12), (1234, 72, 80, 13), (1287, 88, 104, 13), (1319, 72, 120, 13), (1333, 48, 128, 13), (1345, 8, 136, 14), (1369, 64, 144, 13), (1382, 32, 152, 14), (1471, 100, 20, 15), (1487, 68, 36, 15), (1547, 28, 92, 15)]",19.3,2.8,10,0
13AAE3F591114CF9A5EFAFCFA54DEAB0,Mikey’s rizz mentor,20,1,13,"[(1074, 128, 8, 15), (1099, 80, 16, 12), (1154, 112, 40, 12), (1201, 80, 64, 13), (1271, 96, 96, 13), (1302, 72, 112, 13), (1352, 64, 136, 13), (1368, 56, 144, 13), (1379, 8, 152, 14), (1383, 40, 152, 13), (1521, 36, 68, 15), (1541, 68, 84, 15), (1547, 28, 92, 15)]",19.4286,3.0,7,1
736C984A9FF94FE4B09EEC344EA2B8A0,Tres Yumpies,40,1,12,"[(1110, 32, 24, 15), (1179, 40, 56, 12), (1251, 72, 88, 13), (1272, 104, 96, 13), (1302, 72, 112, 13), (1340, 104, 128, 13), (1394, 128, 152, 14), (1466, 20, 20, 15), (1477, 60, 28, 15), (1493, 28, 44, 15), (1512, 44, 60, 12), (1524, 84, 68, 15)]",21.7143,2.85714,7,0
220A9E491FEC42E991AD00E084239BE0,shelter,40,1,8,"[(1203, 96, 64, 12), (1273, 112, 96, 13), (1287, 88, 104, 13), (1358, 112, 136, 13), (1391, 104, 152, 14), (1451, 108, 4, 15), (1514, 76, 60, 15), (1516, 108, 60, 12)]",22.8333,3.0,6,1
D9DF822FCE3C4AA2B7DDD1A0FE06691C,origami crane,45,1,11,"[(1100, 88, 16, 15), (1103, 112, 16, 15), (1169, 96, 48, 12), (1181, 56, 56, 15), (1190, 128, 56, 12), (1239, 112, 80, 13), (1288, 96, 104, 13), (1299, 48, 112, 13), (1303, 80, 112, 13), (1353, 72, 136, 13), (1383, 40, 152, 14)]",20.7273,2.81818,11,1
